               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.14604,           0.0068186,                   0,          1.0918e-05,          0.00086406,          7.2651e-06,          1.0929e-06,             0.10775,            0.014664,                   0,           0.0033325,           0.0033325,            0.070008
                   0,             0.11505,            0.010001,                   0,                   0,                   0,                   0,                   0,             0.10601,            0.014248,                   0,           0.0033325,           0.0033325,            0.070008
